Wind,Kd,a,b,c
9,0.29,0.014188249,0.014188249,0.036245859
9,0.3,0.013556924,0.013556924,0.039099114
9,0.31,0.014374756,0.014374756,0.034306341
9,0.32,0.014527794,0.014527794,0.03261326
9,0.33,0.01363744,0.01363744,0.035436487
9,0.34,0.014012211,0.014012211,0.032947889
9,0.35,0.013535989,0.013535989,0.034661893
9,0.36,0.013062805,0.013062805,0.035126386
10,0.06,0.024229177,0.024229177,0.029495361
10,0.07,0.022545116,0.022545116,0.048754919
10,0.08,0.021109528,0.021109528,0.058043432
10,0.09,0.020043005,0.020043005,0.062005186
10,0.1,0.018958853,0.018958853,0.066829458
10,0.11,0.018782431,0.018782431,0.0599534
10,0.12,0.017831231,0.017831231,0.063053092
10,0.13,0.017508938,0.017508938,0.059571562
10,0.14,0.016811671,0.016811671,0.058828154
10,0.15,0.01686759,0.01686759,0.054016902
10,0.16,0.015938647,0.015938647,0.058658669
10,0.17,0.015903672,0.015903672,0.053875072
10,0.18,0.016209948,0.016209948,0.048075463
10,0.19,0.015585347,0.015585347,0.04921516
10,0.2,0.015230879,0.015230879,0.048363621
10,0.21,0.015586225,0.015586225,0.043832393
10,0.22,0.014971217,0.014971217,0.047108784
10,0.23,0.01500674,0.01500674,0.043449177
10,0.24,0.015060243,0.015060243,0.04076756
10,0.25,0.014237353,0.014237353,0.044947843
10,0.26,0.014909808,0.014909808,0.038306718
10,0.27,0.014635573,0.014635573,0.038747692
10,0.28,0.013859361,0.013859361,0.041147427
10,0.29,0.01461155,0.01461155,0.034319589
10,0.3,0.013522019,0.013522019,0.039191635
10,0.31,0.014532943,0.014532943,0.03307013
10,0.32,0.013695939,0.013695939,0.036197149
10,0.33,0.013538673,0.013538673,0.035262267
10,0.34,0.014560871,0.014560871,0.029135917
10,0.35,0.013512305,0.013512305,0.033031793
10,0.36,0.013207886,0.013207886,0.033185642
